Sample_ID,Plant_Health_Status,Health_Status_Code,SPR_Signal_Intensity,Colorimetric_Response,Fluorescence_Intensity,Leaf_Temperature_C,VOC_Level,Ambient_Temperature_C,Relative_Humidity_pct,pH,SPR_Signal_Variability,Sensor_Noise_Level
PHB_05980,Moderate Illness,2,0.5054,0.4471,0.5569,25.731,1.3111,25.605,54.515,6.106,0.0461,0.0611
PHB_04049,Early Disease,1,0.6898,0.3186,0.7287,25.26,1.2616,25.707,65.817,6.633,0.0386,0.0382
PHB_04900,Severe Disease,3,0.4174,0.7363,0.3898,26.675,1.5292,27.99,57.629,6.144,0.061,0.0475
PHB_01319,Moderate Illness,2,0.4381,0.6062,0.7492,27.018,1.346,23.759,62.849,6.304,0.0629,0.0472
PHB_09773,Moderate Illness,2,0.5714,0.4417,0.6109,24.983,1.2953,23.922,68.509,6.365,0.0504,0.0673
PHB_09138,Moderate Illness,2,0.4812,0.4911,0.6024,25.995,1.4067,25.407,62.937,6.191,0.0628,0.0558
PHB_07143,Severe Disease,3,0.3618,0.5966,0.4946,26.0,1.3325,24.147,55.504,6.058,0.0584,0.0821
PHB_01898,Early Disease,1,0.6865,0.4121,0.7439,24.498,1.2261,24.823,71.354,6.535,0.013,0.0643
PHB_07466,Healthy,0,0.9098,0.116,0.8301,25.239,0.9819,24.132,66.623,6.456,0.0187,0.005
PHB_00604,Moderate Illness,2,0.4107,0.4899,0.6104,27.556,1.4374,24.907,66.233,6.037,0.069,0.0493
PHB_02847,Healthy,0,0.8408,0.1351,0.999,24.1,1.1028,28.616,50.917,6.4,0.0146,0.0428
PHB_08208,Early Disease,1,0.6126,0.237,0.6529,24.994,1.1617,25.399,59.171,6.395,0.034,0.0587
PHB_00394,Moderate Illness,2,0.4738,0.6877,0.5229,26.347,1.0966,26.565,63.115,6.237,0.0678,0.0662
PHB_04437,Severe Disease,3,0.3894,0.6883,0.5232,27.825,1.4068,22.355,57.423,6.297,0.058,0.0612
PHB_09448,Moderate Illness,2,0.4841,0.5283,0.6341,27.127,1.263,22.474,74.387,6.247,0.0673,0.0517
PHB_07235,Moderate Illness,2,0.5719,0.5756,0.6437,26.658,1.4884,24.842,64.749,6.207,0.0588,0.0657
PHB_05399,Moderate Illness,2,0.4288,0.4296,0.6132,26.268,1.1962,24.59,48.094,6.449,0.0562,0.0523
PHB_00096,Moderate Illness,2,0.5486,0.4816,0.6257,26.505,1.4213,26.088,69.835,5.799,0.0489,0.0498
PHB_01663,Severe Disease,3,0.3786,0.7507,0.4526,27.112,1.4365,23.751,68.097,5.748,0.0697,0.076
PHB_08971,Severe Disease,3,0.3253,0.6926,0.431,27.787,1.3862,21.757,58.856,6.001,0.0723,0.0628
PHB_05131,Early Disease,1,0.671,0.3246,0.834,26.183,1.3751,21.912,53.712,6.327,0.0326,0.069
PHB_01489,Severe Disease,3,0.3372,0.6842,0.3194,27.442,1.4477,24.107,67.5,6.417,0.0565,0.0818
PHB_08317,Severe Disease,3,0.2226,0.7155,0.4505,27.378,1.3059,24.576,62.384,5.964,0.0723,0.0957
PHB_02708,Healthy,0,0.7478,0.0802,0.8678,25.249,0.9486,26.09,81.482,6.638,0.026,0.0561
PHB_01596,Moderate Illness,2,0.3996,0.6303,0.6388,26.784,1.4783,22.975,67.587,5.992,0.0532,0.0495
PHB_09278,Healthy,0,0.731,0.0,0.825,24.757,1.0544,24.768,69.376,6.069,0.026,0.0357
PHB_02378,Moderate Illness,2,0.5215,0.5683,0.6163,26.563,1.3371,24.566,66.467,6.381,0.0388,0.0721
PHB_05141,Moderate Illness,2,0.5683,0.4806,0.778,26.581,1.1564,25.448,75.992,6.303,0.0661,0.0504
PHB_06148,Early Disease,1,0.7086,0.3259,0.6604,27.092,1.3284,24.799,67.517,6.766,0.0439,0.073
PHB_08242,Severe Disease,3,0.3071,0.7275,0.5518,27.315,1.4348,27.104,63.519,6.393,0.0378,0.0886
PHB_03949,Severe Disease,3,0.3713,0.768,0.4086,27.605,1.4175,22.686,63.439,6.092,0.0707,0.0655
PHB_03934,Healthy,0,0.8808,0.2165,0.7837,25.096,1.1263,27.669,67.117,6.323,0.0217,0.0236
PHB_04798,Early Disease,1,0.6759,0.2889,0.7336,25.483,1.1314,25.374,68.797,6.569,0.0311,0.0345
PHB_04373,Moderate Illness,2,0.4978,0.5464,0.4821,27.343,1.2825,23.858,64.638,5.995,0.0434,0.0643
PHB_09863,Healthy,0,0.7457,0.0411,0.8084,24.89,1.0543,26.125,48.538,6.489,0.027,0.0557
PHB_08243,Severe Disease,3,0.3394,0.6973,0.4224,27.849,1.5302,26.654,64.942,6.109,0.0762,0.0675
PHB_03449,Early Disease,1,0.6156,0.3924,0.7981,25.729,1.2153,25.817,65.286,6.704,0.0351,0.0537
PHB_02944,Healthy,0,0.7869,0.1078,0.8694,24.302,1.2768,26.437,50.279,6.452,0.0286,0.0246
PHB_02466,Moderate Illness,2,0.4564,0.5593,0.5792,26.496,1.1907,24.101,69.811,6.01,0.0353,0.0543
PHB_08583,Moderate Illness,2,0.4455,0.4732,0.6153,27.362,1.2024,26.847,59.004,6.499,0.0448,0.0815
PHB_05507,Healthy,0,0.8608,0.1027,0.9952,23.986,1.0807,23.349,72.975,6.377,0.0268,0.0148
PHB_02699,Early Disease,1,0.5707,0.2319,0.8474,25.378,1.2215,24.772,60.549,6.511,0.0432,0.0436
PHB_02448,Early Disease,1,0.6311,0.2916,0.7474,26.115,1.1773,23.567,66.479,6.293,0.06,0.0422
PHB_00020,Moderate Illness,2,0.5674,0.4365,0.6219,24.74,1.126,26.753,71.015,6.476,0.0488,0.0771
PHB_02749,Early Disease,1,0.6672,0.3216,0.8349,24.889,1.3001,20.923,64.333,6.386,0.0601,0.059
PHB_05400,Healthy,0,0.8819,0.1627,0.9153,24.86,1.1235,26.699,65.27,6.52,0.0146,0.0443
PHB_08079,Severe Disease,3,0.3056,0.7367,0.391,25.74,1.2311,22.76,71.674,6.197,0.0626,0.0771
PHB_06872,Moderate Illness,2,0.4797,0.4661,0.6861,26.041,1.3099,21.816,79.496,6.259,0.0634,0.0777
PHB_04709,Healthy,0,0.827,0.1707,0.9361,24.472,0.9915,23.673,75.38,6.229,0.0237,0.0412
PHB_09477,Moderate Illness,2,0.5012,0.4027,0.5605,26.468,1.1904,23.051,58.519,6.199,0.0595,0.0535
PHB_00810,Severe Disease,3,0.3345,0.7245,0.4849,26.924,1.3226,23.236,66.152,5.857,0.0624,0.0537
PHB_07478,Early Disease,1,0.6726,0.4334,0.7577,25.567,1.1824,25.968,56.748,5.988,0.0259,0.0239
PHB_02274,Severe Disease,3,0.3328,0.6442,0.4594,27.039,1.2866,24.764,50.523,6.016,0.0589,0.0621
PHB_01924,Early Disease,1,0.7466,0.2456,0.7835,26.354,1.2209,28.013,55.299,6.562,0.0263,0.0424
PHB_01471,Severe Disease,3,0.3704,0.7368,0.5243,26.232,1.4707,29.057,73.775,5.983,0.0572,0.0814
PHB_07935,Moderate Illness,2,0.4476,0.443,0.6289,25.801,1.1429,24.825,70.383,6.056,0.052,0.036
PHB_07408,Moderate Illness,2,0.4873,0.4498,0.541,26.385,1.2769,24.326,71.066,6.218,0.057,0.0474
PHB_02407,Moderate Illness,2,0.5346,0.5105,0.626,26.039,1.3096,24.821,72.203,6.426,0.0289,0.0785
PHB_01143,Severe Disease,3,0.3473,0.8192,0.3639,27.15,1.5018,25.653,70.209,6.461,0.0631,0.0755
PHB_01748,Moderate Illness,2,0.449,0.5064,0.5492,25.619,1.2592,24.55,58.306,6.699,0.0532,0.0591
PHB_05710,Moderate Illness,2,0.5123,0.4569,0.6451,26.634,1.4024,28.327,64.638,6.431,0.0625,0.0708
PHB_04976,Early Disease,1,0.7736,0.3518,0.6977,26.427,1.3884,24.716,71.783,6.694,0.0419,0.0326
PHB_07301,Early Disease,1,0.7263,0.3382,0.8936,24.785,1.266,26.314,65.951,6.169,0.027,0.0411
PHB_08149,Severe Disease,3,0.3687,0.7201,0.421,27.218,1.3513,25.796,51.199,6.297,0.0776,0.0569
PHB_02834,Severe Disease,3,0.3936,0.6973,0.4506,27.153,1.532,20.922,74.476,6.506,0.0625,0.061
PHB_03132,Severe Disease,3,0.3275,0.7537,0.5178,28.017,1.3679,22.875,57.006,6.174,0.0573,0.066
PHB_01311,Early Disease,1,0.701,0.2303,0.7362,24.266,1.0318,22.414,60.548,6.594,0.0442,0.0334
PHB_08651,Early Disease,1,0.7257,0.2987,0.6265,23.868,1.1045,25.043,53.127,6.236,0.0446,0.0586
PHB_06775,Moderate Illness,2,0.5208,0.5324,0.5621,26.57,1.1695,24.721,61.75,6.384,0.0643,0.0472
PHB_06757,Severe Disease,3,0.3716,0.8729,0.2994,26.488,1.1859,29.148,66.94,6.348,0.0583,0.0609
PHB_00621,Severe Disease,3,0.3618,0.8142,0.4152,26.95,1.3195,25.085,70.173,5.994,0.0464,0.0553
PHB_02702,Moderate Illness,2,0.4574,0.5441,0.6019,26.562,1.3567,25.842,70.013,6.155,0.0437,0.0485
PHB_02200,Moderate Illness,2,0.5075,0.4311,0.5085,26.323,1.3917,21.768,60.177,6.027,0.0566,0.0737
PHB_06197,Severe Disease,3,0.3138,0.7632,0.4543,27.225,1.1995,26.124,61.56,6.216,0.0612,0.0731
PHB_08825,Severe Disease,3,0.4631,0.6603,0.335,26.22,1.439,27.484,72.482,5.883,0.0431,0.0829
PHB_01047,Healthy,0,0.7621,0.0762,0.8847,24.349,1.0625,24.077,62.96,6.632,0.0208,0.0288
PHB_05769,Early Disease,1,0.5852,0.2874,0.7679,25.322,1.3296,26.522,74.412,6.177,0.0048,0.0545
PHB_09948,Healthy,0,0.746,0.111,0.846,25.716,1.117,25.371,74.942,6.531,0.0132,0.0307
PHB_09020,Severe Disease,3,0.3355,0.6814,0.4792,26.587,1.4447,24.728,75.002,6.308,0.0859,0.0652
PHB_00744,Healthy,0,0.871,0.1328,0.9293,23.31,1.0391,25.163,63.769,6.467,0.0462,0.0434
PHB_00223,Moderate Illness,2,0.392,0.5301,0.5107,27.732,1.1475,26.359,65.1,6.365,0.0297,0.0788
PHB_03150,Healthy,0,0.8036,0.2116,0.9486,23.432,1.0481,28.523,69.234,6.546,0.0314,0.0462
PHB_00626,Early Disease,1,0.6664,0.3858,0.7814,25.55,1.1363,24.778,75.281,6.207,0.0456,0.0372
PHB_09335,Moderate Illness,2,0.6489,0.5014,0.5874,25.918,1.2797,26.866,58.938,6.511,0.041,0.0362
PHB_07567,Healthy,0,0.7919,0.1177,0.8164,24.421,1.3119,27.259,63.498,6.526,0.0145,0.0305
PHB_04583,Severe Disease,3,0.3116,0.7615,0.3745,27.581,1.3165,27.551,62.418,6.152,0.051,0.1
PHB_05712,Moderate Illness,2,0.4981,0.5688,0.639,26.634,1.3164,24.777,72.495,6.152,0.0406,0.0479
PHB_03285,Healthy,0,0.8216,0.1554,0.8922,24.273,1.0285,26.417,70.54,6.097,0.0488,0.047
PHB_07586,Early Disease,1,0.5889,0.3316,0.6959,24.952,1.2531,24.409,61.909,6.178,0.0292,0.0408
PHB_09647,Early Disease,1,0.6638,0.3554,0.7381,25.117,1.153,24.581,60.947,6.504,0.032,0.0382
PHB_01531,Early Disease,1,0.7101,0.3581,0.7213,26.469,1.1753,23.565,70.405,6.335,0.0445,0.0555
PHB_09686,Healthy,0,0.6676,0.1525,0.9395,25.075,0.9933,26.304,64.286,6.559,0.0304,0.0351
PHB_00354,Moderate Illness,2,0.453,0.4289,0.661,26.549,1.3594,23.3,80.669,6.514,0.0444,0.0388
PHB_02475,Early Disease,1,0.5935,0.325,0.7733,24.355,1.3144,25.782,62.368,6.451,0.0465,0.0352
PHB_08014,Early Disease,1,0.5914,0.2936,0.706,25.391,1.1836,27.499,60.505,6.284,0.0104,0.0638
PHB_06476,Healthy,0,0.9374,0.1864,0.853,25.27,1.161,25.896,66.845,6.778,0.0226,0.0086
PHB_06450,Severe Disease,3,0.311,0.7577,0.3652,27.925,1.3917,24.168,47.74,6.384,0.0565,0.0858
PHB_00240,Healthy,0,0.7314,0.0551,0.7157,24.199,0.9756,24.705,63.968,6.788,0.0162,0.0422
PHB_02626,Early Disease,1,0.5868,0.3179,0.9013,25.959,1.1882,20.888,66.12,5.95,0.057,0.0546
PHB_09787,Healthy,0,0.8335,0.1688,0.9691,25.484,1.1335,28.59,64.931,6.429,0.038,0.0321
PHB_07199,Moderate Illness,2,0.4165,0.4951,0.6785,27.901,1.5023,24.897,59.962,6.44,0.0287,0.069
PHB_07693,Early Disease,1,0.6882,0.3223,0.6755,25.21,1.4353,25.921,71.024,6.207,0.0414,0.0606
PHB_02998,Healthy,0,0.8294,0.0593,1.0015,24.148,1.1299,24.549,62.099,6.309,0.0218,0.0578
PHB_06441,Early Disease,1,0.6118,0.3409,0.8526,26.114,1.1406,24.824,74.362,6.393,0.0276,0.0536
PHB_04563,Early Disease,1,0.6812,0.2543,0.6193,24.957,1.3628,25.236,82.185,6.555,0.038,0.0344
PHB_08615,Healthy,0,0.8612,0.1898,0.8833,25.571,0.9146,25.441,66.917,6.409,0.031,0.039
PHB_01480,Early Disease,1,0.6826,0.3618,0.8121,26.155,0.9296,26.042,53.041,6.389,0.0234,0.054
PHB_01019,Healthy,0,0.9385,0.0804,0.9344,24.679,1.0707,27.31,64.195,6.31,0.0309,0.0349
PHB_03095,Early Disease,1,0.5981,0.335,0.7072,26.284,1.2488,25.193,66.764,6.648,0.0346,0.0557
PHB_06183,Severe Disease,3,0.4198,0.6726,0.6043,27.145,1.2516,25.745,63.323,6.188,0.0596,0.0602
PHB_04961,Healthy,0,0.9227,0.1441,0.8775,24.821,0.9772,23.163,66.808,6.063,0.0433,0.0362
PHB_08493,Early Disease,1,0.6569,0.3591,0.7664,24.392,1.1071,23.924,70.78,6.404,0.0322,0.0487
PHB_01104,Severe Disease,3,0.3032,0.7148,0.5549,27.674,1.5055,25.047,59.445,6.021,0.0529,0.0648
PHB_06082,Healthy,0,0.8463,0.142,0.9345,23.468,1.2203,30.424,58.07,6.716,0.0164,0.0479
PHB_09526,Moderate Illness,2,0.5239,0.558,0.5226,27.217,1.3299,22.638,58.87,6.389,0.054,0.0448
PHB_05191,Moderate Illness,2,0.4906,0.5128,0.456,26.814,1.316,24.476,63.196,6.431,0.0375,0.0547
PHB_04182,Healthy,0,0.8826,0.05,0.9181,24.318,1.1217,25.388,71.067,6.669,0.0288,0.0191
PHB_04468,Moderate Illness,2,0.475,0.5279,0.7064,27.063,1.4462,21.786,63.558,6.183,0.0628,0.0813
PHB_01627,Early Disease,1,0.6642,0.317,0.651,24.435,1.1441,27.634,58.703,6.823,0.0503,0.027
PHB_06718,Severe Disease,3,0.3181,0.7183,0.5504,26.535,1.2952,22.265,73.402,5.75,0.063,0.0898
PHB_03799,Early Disease,1,0.6836,0.4111,0.6779,25.352,0.942,28.798,61.734,6.312,0.047,0.0516
PHB_03054,Severe Disease,3,0.4034,0.7887,0.4491,26.171,1.587,24.609,66.18,6.458,0.0576,0.0761
PHB_02868,Moderate Illness,2,0.4726,0.6184,0.5223,26.581,1.5144,23.0,61.575,6.457,0.0408,0.0483
PHB_01433,Healthy,0,0.8175,0.1319,0.9302,24.653,1.3149,23.175,63.477,6.355,0.0161,0.0084
PHB_07984,Severe Disease,3,0.295,0.693,0.4144,27.319,1.1846,26.465,72.205,6.175,0.0529,0.0599
PHB_09347,Early Disease,1,0.664,0.3275,0.6868,25.028,1.1064,22.21,63.039,6.349,0.0354,0.0452
PHB_09420,Severe Disease,3,0.3703,0.66,0.3455,29.006,1.4231,23.371,83.606,6.745,0.0757,0.0803
PHB_04077,Moderate Illness,2,0.5462,0.5,0.6352,27.205,1.2963,26.012,59.957,6.224,0.0411,0.0505
PHB_00218,Healthy,0,0.8536,0.1854,0.8584,23.201,0.855,25.07,76.862,6.643,0.0366,0.0366
PHB_03556,Severe Disease,3,0.3577,0.7154,0.4498,27.679,1.366,22.28,57.579,6.651,0.0595,0.0733
PHB_07937,Healthy,0,0.8537,0.0771,0.8708,24.425,1.1942,23.639,63.963,6.356,0.0341,0.0371
PHB_08422,Severe Disease,3,0.3786,0.6805,0.4805,27.347,1.4662,21.901,77.454,5.717,0.064,0.0667
PHB_01035,Early Disease,1,0.6371,0.2882,0.7784,25.801,1.1251,23.232,66.221,6.438,0.0353,0.0724
PHB_03774,Severe Disease,3,0.2748,0.7171,0.3639,27.506,1.4491,28.304,66.475,6.551,0.0597,0.0623
PHB_04133,Early Disease,1,0.7039,0.2667,0.7598,24.374,1.0953,28.216,64.681,6.083,0.0257,0.0516
PHB_02336,Moderate Illness,2,0.5086,0.6364,0.6011,25.705,1.4425,23.305,63.15,6.385,0.0637,0.0835
PHB_06493,Severe Disease,3,0.2684,0.661,0.4421,28.237,1.2867,22.071,57.625,6.015,0.0681,0.0714
PHB_01483,Moderate Illness,2,0.5811,0.6234,0.5986,25.791,1.2866,24.456,68.141,6.237,0.0552,0.0293
PHB_00907,Early Disease,1,0.5368,0.2574,0.7113,25.209,1.5983,24.224,67.893,6.247,0.0507,0.0644
PHB_06089,Early Disease,1,0.6763,0.4251,0.8137,24.548,1.2152,21.768,66.512,6.312,0.0248,0.0378
PHB_06467,Healthy,0,0.8012,0.1527,0.9097,23.845,0.8727,25.317,78.278,6.465,0.0235,0.0237
PHB_05677,Healthy,0,0.7946,0.0,0.8645,24.198,0.9813,25.006,74.758,6.436,0.0367,0.0509
PHB_02771,Healthy,0,0.8055,0.0422,0.7339,25.991,0.995,21.358,63.658,6.416,0.0399,0.04
PHB_01806,Moderate Illness,2,0.4595,0.5489,0.5473,26.68,1.5792,24.04,63.582,6.378,0.0386,0.0742
PHB_07375,Moderate Illness,2,0.5265,0.6179,0.6105,26.379,1.4301,26.547,66.484,5.781,0.0615,0.075
PHB_02115,Healthy,0,0.9523,0.0,0.8881,24.353,1.1055,24.727,69.32,6.834,0.0319,0.019
PHB_04535,Moderate Illness,2,0.4009,0.4684,0.448,26.237,1.2663,24.109,66.059,6.425,0.0551,0.077
PHB_02532,Moderate Illness,2,0.491,0.534,0.7062,25.167,1.2336,20.261,72.736,6.442,0.0399,0.0676
PHB_08526,Severe Disease,3,0.3952,0.7292,0.4066,27.249,1.63,24.936,70.923,6.419,0.0673,0.0622
PHB_03471,Early Disease,1,0.5717,0.3807,0.7497,26.849,1.2106,25.965,76.513,6.524,0.0335,0.0455
PHB_01403,Severe Disease,3,0.3136,0.7572,0.4551,27.793,1.432,29.9,62.632,6.752,0.089,0.0659
PHB_00853,Severe Disease,3,0.3115,0.6907,0.5734,28.792,1.4365,25.535,63.308,6.132,0.0608,0.0633
PHB_03083,Moderate Illness,2,0.5819,0.5155,0.5945,26.206,1.4939,25.405,62.646,6.218,0.0515,0.0565
PHB_08025,Healthy,0,0.7272,0.0548,1.0208,24.77,1.1543,27.57,69.502,6.606,0.0383,0.0327
PHB_07566,Severe Disease,3,0.379,0.8243,0.4744,28.373,1.3994,21.895,79.05,6.358,0.0736,0.0724
PHB_05530,Severe Disease,3,0.1937,0.7402,0.4772,27.143,1.3209,25.341,48.231,6.086,0.064,0.0658
PHB_07855,Early Disease,1,0.6967,0.2478,0.7784,25.802,1.1007,25.76,70.741,6.766,0.045,0.0563
PHB_04933,Severe Disease,3,0.3946,0.852,0.3705,27.44,1.5342,20.976,76.034,6.324,0.0576,0.0495
PHB_05160,Early Disease,1,0.7109,0.3056,0.7335,25.254,0.9997,25.397,68.835,6.183,0.0437,0.051
PHB_09716,Early Disease,1,0.5925,0.2883,0.7602,25.831,1.182,22.925,76.211,6.492,0.0366,0.0361
PHB_03847,Moderate Illness,2,0.538,0.4674,0.6814,27.179,1.4577,28.914,68.175,6.495,0.0469,0.0598
PHB_06484,Moderate Illness,2,0.5028,0.5254,0.6006,26.325,1.7469,27.71,61.264,6.288,0.0347,0.0592
PHB_00748,Early Disease,1,0.6882,0.1629,0.7342,26.376,1.1471,27.01,51.489,6.091,0.0403,0.0579
PHB_03035,Severe Disease,3,0.3484,0.7373,0.474,27.577,1.1973,24.879,71.065,6.182,0.0577,0.0741
PHB_00348,Early Disease,1,0.7065,0.3027,0.7444,26.113,1.1363,23.88,64.974,6.651,0.0469,0.0682
PHB_03352,Healthy,0,0.8616,0.1655,0.81,24.332,1.2651,25.88,56.648,6.383,0.0265,0.0321
PHB_02865,Early Disease,1,0.7992,0.3169,0.767,25.89,1.2827,27.794,61.981,6.484,0.0246,0.0452
PHB_02168,Early Disease,1,0.6571,0.3842,0.819,25.53,1.1055,23.671,71.174,6.29,0.0255,0.0486
PHB_06955,Moderate Illness,2,0.4656,0.485,0.5956,25.828,1.603,25.648,72.464,6.553,0.0321,0.0409
PHB_06210,Severe Disease,3,0.2991,0.8472,0.6113,28.398,1.379,21.58,65.976,6.521,0.0505,0.0668
PHB_02778,Moderate Illness,2,0.4463,0.5275,0.5631,26.193,1.227,21.329,68.616,6.304,0.0394,0.0446
PHB_01442,Healthy,0,0.8602,0.1603,0.8164,24.797,1.23,23.009,66.952,6.611,0.0158,0.0323
PHB_05658,Severe Disease,3,0.3751,0.7648,0.5268,27.187,1.4545,26.266,67.774,5.92,0.0575,0.0731
PHB_09658,Healthy,0,0.7486,0.1435,0.8627,25.102,0.9094,23.632,84.282,6.369,0.0037,0.0272
PHB_03028,Severe Disease,3,0.5029,0.7324,0.5902,27.027,1.151,22.9,65.409,6.013,0.0649,0.07
PHB_06118,Healthy,0,0.7854,0.1306,0.9225,23.572,1.08,22.374,63.705,6.633,0.0143,0.0154
PHB_02484,Early Disease,1,0.6826,0.3635,0.7768,24.469,1.2121,26.792,58.813,6.217,0.0247,0.026
PHB_02883,Moderate Illness,2,0.4524,0.3965,0.5545,24.826,1.4088,23.514,71.006,6.232,0.0488,0.0291
PHB_05562,Early Disease,1,0.7153,0.3504,0.7343,26.302,0.9888,26.062,61.602,6.625,0.0289,0.072
PHB_00764,Healthy,0,0.9393,0.0265,0.8195,24.61,1.1363,25.317,69.793,6.485,0.0206,0.0367
PHB_06482,Early Disease,1,0.7675,0.2643,0.6843,24.903,0.8848,27.581,76.88,6.423,0.045,0.0645
PHB_01617,Healthy,0,0.7606,0.1305,0.8365,24.528,1.0561,25.274,67.936,6.4,0.0281,0.0292
PHB_01223,Severe Disease,3,0.4618,0.6073,0.4863,28.181,1.5124,22.913,61.774,6.233,0.0661,0.0536
PHB_08665,Healthy,0,0.8549,0.0048,1.0193,30.142,1.1565,29.344,79.662,6.604,0.0305,0.0487
PHB_06222,Healthy,0,0.6733,0.1015,0.8344,25.288,1.0038,24.012,76.632,6.282,0.0217,0.0192
PHB_01577,Severe Disease,3,0.3331,0.7471,0.3914,27.541,1.4913,25.086,57.89,5.842,0.0658,0.0715
PHB_09392,Severe Disease,3,0.3381,0.7036,0.4191,26.641,1.5313,24.574,64.947,6.022,0.0373,0.0824
PHB_06351,Severe Disease,3,0.2774,0.6384,0.4152,30.414,1.3777,25.937,69.942,6.655,0.0542,0.0693
PHB_03783,Severe Disease,3,0.4848,0.6697,0.374,27.878,1.4009,27.568,55.999,6.228,0.0532,0.0752
PHB_04375,Moderate Illness,2,0.4684,0.499,0.5796,25.806,1.1059,23.86,66.195,6.086,0.0509,0.051
PHB_00709,Early Disease,1,0.7584,0.391,0.6677,25.949,1.2444,23.457,56.695,6.405,0.0327,0.0597
PHB_00510,Healthy,0,0.6826,0.1206,0.8874,24.415,1.0603,24.231,75.503,6.635,0.0386,0.0443
PHB_02955,Moderate Illness,2,0.5138,0.5699,0.5679,25.155,1.0692,24.793,50.439,6.165,0.0427,0.0753
PHB_07538,Severe Disease,3,0.3571,0.7902,0.5132,27.675,1.2397,29.101,56.676,6.114,0.0526,0.0602
PHB_06339,Healthy,0,0.8385,0.0473,0.8589,23.346,0.7685,24.031,68.626,6.688,0.004,0.0193
PHB_08923,Healthy,0,0.8283,0.2671,0.8355,24.519,0.893,27.941,67.282,6.631,0.017,0.045
PHB_07064,Healthy,0,0.888,0.2669,0.9048,24.454,1.0204,27.42,66.616,6.306,0.0239,0.0236
PHB_07163,Moderate Illness,2,0.4846,0.5484,0.6023,26.159,1.2098,22.928,55.187,6.043,0.0367,0.0703
PHB_07372,Severe Disease,3,0.3525,0.7292,0.428,27.631,1.4272,24.683,61.176,6.332,0.053,0.0696
PHB_06829,Moderate Illness,2,0.6145,0.5745,0.5662,26.863,1.3287,25.589,69.754,6.075,0.0374,0.0538
PHB_03616,Moderate Illness,2,0.5564,0.5529,0.5515,27.27,1.3174,26.752,64.614,6.297,0.0502,0.0409
PHB_04657,Severe Disease,3,0.2272,0.6955,0.5038,27.346,1.3607,26.812,47.687,6.401,0.0401,0.0715
PHB_06976,Healthy,0,0.7495,0.0819,0.8761,24.018,1.0731,21.383,77.482,6.554,0.0454,0.0359
PHB_04351,Healthy,0,0.8177,0.1357,0.8919,24.236,1.1136,22.359,63.252,6.751,0.0169,0.0382
PHB_00712,Moderate Illness,2,0.5242,0.4428,0.5767,25.484,1.301,26.031,64.538,6.193,0.041,0.0775
PHB_06479,Healthy,0,0.7346,0.1302,0.8928,24.446,1.1946,24.007,61.959,6.238,0.0234,0.0356
PHB_09130,Moderate Illness,2,0.4327,0.5325,0.7796,27.205,1.4293,21.452,71.881,6.698,0.0456,0.0689
PHB_08205,Early Disease,1,0.6956,0.3835,0.6631,25.631,1.2646,24.706,62.515,6.454,0.0371,0.029
PHB_09204,Early Disease,1,0.6089,0.3388,0.7717,26.203,1.1519,24.242,60.357,6.558,0.0382,0.0495
PHB_00713,Severe Disease,3,0.3663,0.6214,0.471,27.889,1.4739,23.944,56.032,5.982,0.0557,0.0783
PHB_09113,Early Disease,1,0.7226,0.3473,0.7953,25.373,1.0953,21.054,64.602,6.407,0.0365,0.0231
PHB_01246,Early Disease,1,0.7652,0.3589,0.6978,25.489,1.1275,27.006,57.856,6.676,0.0361,0.0409
PHB_09786,Moderate Illness,2,0.5115,0.5604,0.6078,26.143,1.451,24.402,56.196,6.059,0.0595,0.0406
PHB_06849,Healthy,0,0.8019,0.088,0.9485,24.794,1.1404,24.458,74.683,6.773,0.0116,0.0314
PHB_05134,Early Disease,1,0.7332,0.3536,0.7067,23.789,1.2522,26.358,69.215,6.414,0.0263,0.0529
PHB_00716,Healthy,0,0.7782,0.1472,0.8882,24.286,0.9322,23.812,63.572,6.653,0.0201,0.0354
PHB_03464,Early Disease,1,0.6915,0.3432,0.67,24.742,1.0722,24.732,55.236,6.556,0.0287,0.0488
PHB_04395,Early Disease,1,0.6613,0.3429,0.7207,27.05,1.3384,21.158,63.099,6.296,0.0386,0.059
PHB_04569,Moderate Illness,2,0.5412,0.5476,0.6279,27.219,1.4323,23.375,63.13,6.453,0.0617,0.0432
PHB_08804,Healthy,0,0.7646,0.1485,1.0002,24.668,1.1571,24.698,58.554,6.425,0.0407,0.0376
PHB_08490,Moderate Illness,2,0.4599,0.5111,0.5973,24.824,1.3936,24.1,62.858,6.401,0.0411,0.0789
PHB_07702,Moderate Illness,2,0.4241,0.5607,0.5695,25.707,1.4671,22.748,66.48,6.223,0.0516,0.0517
PHB_00213,Healthy,0,0.8741,0.0333,0.8574,24.238,1.2138,23.461,75.513,6.122,0.0292,0.0426
PHB_09768,Moderate Illness,2,0.4983,0.6586,0.4666,27.178,1.2901,21.927,64.485,6.376,0.0704,0.0478
PHB_06839,Severe Disease,3,0.4137,0.7421,0.4215,27.993,1.5061,23.405,70.419,6.2,0.0572,0.0651
PHB_01011,Moderate Illness,2,0.5094,0.5059,0.6798,31.033,1.1645,25.224,57.066,6.589,0.052,0.059
PHB_00324,Moderate Illness,2,0.5274,0.5618,0.53,26.765,1.2553,22.777,61.003,6.236,0.036,0.0538
